address,name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,listed_in(type),listed_in(city),rate_cat,avg_cost_log
5624,2577,0,0,3.6,55.0,1,78,266,1279,2,1,2,3.5263605246161616
2210,8660,1,0,3.7,17.0,1,40,266,1200,2,1,2,3.9318256327243257
8017,5783,0,0,4.2,244.0,1,27,3670,1559,2,1,2,4.204692619390966
2289,2869,1,1,3.6,163.0,49,27,4621,1435,2,1,2,4.204692619390966
6792,1752,1,0,3.8,58.0,4,78,266,816,2,1,2,2.995732273553991
3775,16,0,1,4.0,451.5,1,27,4432,1898,2,1,2,4.219507705176107
3768,1457,0,0,3.7,78.0,1,3,266,260,2,1,2,2.995732273553991
4173,3865,1,0,4.1,451.5,4,78,2279,2123,2,1,2,3.9318256327243257
4150,5109,1,0,3.6,34.0,32,78,266,2463,2,1,2,2.772588722239781
339,3006,0,0,4.1,451.5,1,73,239,1109,2,1,2,1.3862943611198906
2313,7349,0,0,3.8,39.0,1,0,266,271,2,1,2,3.7612001156935624
6273,1252,1,0,3.2,71.0,4,78,266,557,2,1,1,4.110873864173311
470,7888,1,0,3.6,6.0,1,92,266,1554,2,1,2,4.02535169073515
5557,7742,0,0,4.1,451.5,1,78,5131,430,2,1,2,3.7612001156935624
10228,7054,0,0,3.7,73.0,1,78,266,1823,2,1,2,2.995732273553991
430,4272,0,0,2.9,84.0,1,39,266,849,2,1,1,4.1588830833596715
10938,6239,0,0,3.6,299.0,1,78,4283,1368,2,1,2,3.7612001156935624
4750,5530,0,0,3.7,73.0,1,92,266,2647,2,1,2,4.02535169073515
5657,7137,1,0,4.1,451.5,4,78,255,2463,2,1,2,2.995732273553991
1999,2224,1,0,3.6,28.0,1,78,266,523,2,1,2,3.7612001156935624
1541,4140,0,0,3.7,22.0,1,78,266,1256,2,1,2,4.02535169073515
7107,8362,0,0,3.8,39.0,1,78,2766,2503,2,1,2,3.8066624897703196
4543,3889,1,0,3.8,153.0,87,49,266,2450,2,1,2,4.02535169073515
3319,2756,1,0,4.2,146.0,1,14,259,354,2,1,2,3.9318256327243257
829,5708,0,0,3.5,14.0,1,88,266,1760,2,1,1,3.5263605246161616
5941,8415,0,0,3.8,42.0,1,27,266,1898,2,1,2,4.1588830833596715
1905,1713,0,0,3.7,73.0,1,78,266,2492,2,1,2,2.772588722239781
5422,7737,0,0,4.0,66.0,1,0,266,271,2,1,2,3.7612001156935624
5953,4789,1,0,4.4,451.5,32,27,1061,488,2,1,2,4.110873864173311
4659,4201,0,0,3.5,31.0,1,78,266,1823,2,1,1,3.5263605246161616
305,2218,0,0,3.5,7.0,1,40,266,1194,2,1,1,4.02535169073515
5610,1698,0,0,3.7,21.0,1,78,266,403,2,1,2,3.6109179126442243
8345,4764,0,0,3.7,73.0,1,39,266,271,2,1,2,4.02535169073515
10852,7384,0,0,3.7,73.0,1,92,266,2463,2,1,2,3.9318256327243257
6603,500,0,0,3.7,73.0,1,65,266,2463,2,1,2,3.5263605246161616
8013,7696,0,0,3.2,9.0,1,40,266,1491,2,1,1,3.7612001156935624
4117,5134,0,0,2.6,283.0,1,27,298,1823,2,1,1,4.110873864173311
4702,8462,0,0,3.3,62.0,1,8,1290,2561,2,1,1,4.204692619390966
5857,3900,0,0,3.8,64.0,1,78,266,1263,2,1,2,3.6109179126442243
4393,634,0,0,3.7,39.0,1,27,266,2106,2,1,2,4.248495242049359
3274,1624,0,0,3.7,65.0,1,78,3449,1382,2,1,2,3.7612001156935624
8077,5840,1,0,3.8,71.0,4,40,2344,1501,2,1,2,3.9318256327243257
3312,4082,0,0,3.5,52.0,1,78,4331,2463,2,1,1,3.7612001156935624
3767,4654,0,0,3.7,130.0,1,78,1742,2463,2,1,2,3.5263605246161616
912,4186,0,0,3.5,10.0,1,78,266,2474,2,1,1,3.7612001156935624
5173,2603,0,0,3.8,45.0,1,92,1794,260,2,1,2,3.9318256327243257
477,1283,0,0,3.2,11.0,1,19,266,600,2,1,1,4.110873864173311
3517,1469,0,0,3.5,13.0,1,0,266,271,2,1,1,3.7612001156935624
10123,7015,0,0,3.4,8.0,1,78,266,491,2,1,1,3.7612001156935624
2108,1874,0,0,3.7,73.0,1,92,266,343,2,1,2,3.6109179126442243
2636,5178,0,0,3.2,9.0,1,78,266,403,2,1,1,3.7612001156935624
7428,4000,0,0,3.2,4.0,1,78,266,1823,2,1,1,3.7612001156935624
6286,3094,0,0,3.7,73.0,1,92,266,2411,2,1,2,3.5263605246161616
6968,610,0,0,3.1,29.0,1,78,266,1823,2,1,1,2.995732273553991
4792,3788,0,0,3.4,8.0,1,0,266,271,2,1,1,3.9318256327243257
10905,2245,0,0,3.7,73.0,1,40,266,1747,2,1,2,2.995732273553991
9899,1431,0,0,3.7,73.0,1,0,266,260,2,1,2,3.7612001156935624
5138,174,0,0,3.7,73.0,1,78,266,2287,2,1,2,3.5263605246161616
4218,8634,0,0,3.7,73.0,1,92,266,2463,2,1,2,2.995732273553991
6755,4226,0,0,3.7,73.0,1,40,266,1503,2,1,2,2.995732273553991
913,3948,0,0,3.7,73.0,1,78,266,1719,2,1,2,3.6109179126442243
3512,3819,0,0,3.1,30.0,1,8,266,907,2,1,1,0.0
5060,882,1,0,4.1,201.0,1,78,2822,2576,2,1,2,3.7612001156935624
7721,5285,0,0,3.3,7.0,1,78,266,1719,2,1,1,3.5263605246161616
671,1869,0,0,3.1,6.0,1,78,266,1378,2,1,1,2.772588722239781
6819,5717,0,0,3.3,17.0,1,78,266,2647,2,1,1,3.5263605246161616
6277,4259,0,0,2.9,25.0,1,40,266,1498,2,1,1,3.5263605246161616
4438,6956,0,0,3.7,73.0,1,39,266,2582,2,1,2,3.9318256327243257
2054,761,0,0,3.7,73.0,1,78,266,444,2,1,2,3.8066624897703196
10398,6301,0,0,3.3,8.0,1,39,266,2463,2,1,1,2.772588722239781
3703,4891,0,0,3.7,73.0,1,78,266,2374,2,1,2,2.995732273553991
6858,7104,0,0,3.7,73.0,1,78,266,2463,2,1,2,2.995732273553991
3619,6221,0,0,3.7,73.0,1,92,266,514,2,1,2,3.5263605246161616
4038,2686,0,0,3.7,73.0,1,78,266,1823,2,1,2,2.772588722239781
2053,7700,0,0,3.7,73.0,1,78,266,445,2,1,2,3.9318256327243257
2718,7440,0,0,3.7,73.0,1,14,266,373,2,1,2,3.5263605246161616
5628,4002,0,0,3.7,73.0,1,17,266,363,2,1,2,2.995732273553991
347,402,0,0,3.7,73.0,1,92,266,2463,2,1,2,3.9318256327243257
6141,7214,0,0,3.7,73.0,1,78,266,2492,2,1,2,2.995732273553991
3490,3227,0,0,3.7,73.0,1,78,266,55,2,1,2,3.6109179126442243
6195,7178,0,0,3.7,73.0,1,78,266,403,2,1,2,3.6109179126442243
7999,544,0,0,3.7,73.0,1,78,266,2474,2,1,2,2.995732273553991
6734,2076,0,0,3.7,73.0,1,38,266,1194,2,1,2,3.5263605246161616
6561,7404,0,0,3.7,73.0,1,80,266,1455,2,1,2,3.8066624897703196
2894,2829,0,0,3.7,73.0,1,78,266,2474,2,1,2,3.7612001156935624
8460,4801,0,0,3.7,73.0,1,92,266,2330,2,1,2,2.772588722239781
7257,5262,0,0,3.7,73.0,1,78,266,2473,2,1,2,2.995732273553991
2931,496,1,0,4.0,451.5,1,27,3490,2561,2,1,2,3.9512437185814275
213,2072,0,0,3.0,98.0,1,8,3434,1898,2,1,1,4.204692619390966
10072,8477,1,0,3.9,47.0,4,78,266,2463,2,1,2,3.5263605246161616
1770,7227,1,1,4.1,175.0,32,27,2043,2563,2,1,2,4.02535169073515
10064,8335,1,0,3.8,58.0,1,78,266,2508,2,1,2,3.7612001156935624
4762,3414,1,0,3.8,451.5,4,27,4312,2121,2,1,2,4.127134385045092
6519,6222,1,0,3.8,124.0,49,78,4298,937,2,1,2,3.9318256327243257
428,679,1,0,4.1,340.0,1,92,3552,2170,2,1,2,4.02535169073515
147,3840,1,0,3.8,451.5,1,78,556,556,2,1,2,3.9512437185814275
963,1089,0,0,3.7,73.0,1,78,266,1256,2,1,2,2.772588722239781
2472,6224,1,0,4.1,438.0,32,40,4273,1221,2,1,2,4.02535169073515
1748,3557,1,0,3.7,264.0,57,27,2494,1925,2,1,2,4.174387269895637
8660,4335,1,0,3.9,169.0,49,14,266,379,2,1,2,2.995732273553991
8384,7876,1,0,3.0,67.0,49,78,266,1898,2,1,1,3.6109179126442243
3650,8557,1,0,3.7,97.0,32,78,1045,2159,2,1,2,3.8066624897703196
741,266,1,0,3.3,12.0,4,92,266,403,2,1,1,3.7612001156935624
5695,5254,1,0,3.3,12.0,1,78,266,403,2,1,1,3.7612001156935624
3639,1499,1,0,3.6,195.0,32,27,4211,965,2,1,2,4.204692619390966
7940,2251,1,0,3.3,13.0,4,47,266,1226,2,1,1,3.7612001156935624
6557,7755,1,0,4.6,228.0,32,19,3917,610,2,1,2,3.9318256327243257
7339,3016,1,0,4.1,70.0,4,78,266,2492,2,1,2,2.995732273553991
7502,5741,1,1,4.1,364.0,32,27,3264,2701,2,1,2,1.3862943611198906
1319,4322,1,0,3.7,107.0,4,14,2578,367,2,1,2,2.995732273553991
2143,6422,1,0,3.2,167.0,49,78,1637,2570,2,1,1,3.7612001156935624
4644,3958,1,0,4.0,115.0,1,88,266,1760,2,1,2,3.9318256327243257
6248,8442,1,0,3.7,27.0,1,92,266,1562,2,1,2,3.9318256327243257
4026,545,1,0,3.5,57.0,1,78,266,403,2,1,1,3.5263605246161616
7840,447,1,0,3.8,120.0,1,78,266,2091,2,1,2,3.6109179126442243
3260,1441,1,0,3.8,15.0,4,0,266,260,2,1,2,3.9318256327243257
10580,2449,1,0,4.2,64.0,4,78,3923,2394,2,1,2,4.02535169073515
7642,937,1,0,3.6,66.0,1,78,266,2463,2,1,2,2.995732273553991
4393,7547,1,0,3.0,290.0,1,78,1124,1928,2,1,1,3.9512437185814275
742,2222,1,0,4.1,233.0,4,78,902,2628,2,1,2,3.5263605246161616
2161,4879,1,0,3.8,115.0,49,78,3841,1359,2,1,2,3.6109179126442243
3096,5677,1,0,3.1,119.0,1,27,266,407,2,1,1,4.1588830833596715
2687,2947,1,1,3.9,291.0,32,19,639,623,2,1,2,4.127134385045092
7247,6660,1,0,4.5,155.0,32,14,4582,389,2,1,2,3.7612001156935624
2145,99,1,0,4.1,305.0,49,27,3959,1516,2,1,2,4.1588830833596715
10179,1722,1,0,3.6,46.0,1,78,266,1330,2,1,2,4.02535169073515
7113,1479,1,0,3.5,45.0,49,78,266,323,2,1,1,3.8066624897703196
5176,5509,1,0,3.9,38.0,1,40,2148,1491,2,1,2,2.995732273553991
5063,2306,1,0,3.9,441.0,1,78,266,2564,2,1,2,3.9318256327243257
987,1269,1,0,3.9,25.0,4,78,266,2463,2,1,2,2.772588722239781
6870,4015,1,0,4.3,451.5,32,78,3596,2294,2,1,2,3.5263605246161616
2158,2090,1,0,3.8,25.0,49,78,266,2463,2,1,2,2.995732273553991
1529,3806,1,0,3.9,160.0,49,78,5243,121,2,1,2,3.7612001156935624
6969,4851,1,0,4.2,287.0,1,78,3477,1823,2,1,2,3.8066624897703196
2392,4998,1,0,3.6,11.0,4,78,266,2463,2,1,2,2.772588722239781
998,1422,1,0,4.1,402.0,1,19,5213,579,2,1,2,4.02535169073515
2530,2880,1,0,3.8,451.5,4,27,2838,1921,2,1,2,4.174387269895637
2144,5512,1,0,3.3,451.5,49,27,4695,244,2,1,1,4.04305126783455
4182,8325,1,0,3.9,57.0,1,78,266,2576,2,1,2,3.5263605246161616
7473,4548,1,0,3.4,14.0,1,78,266,2463,2,1,1,3.7612001156935624
2024,2801,1,0,3.9,264.0,1,78,2477,2463,2,1,2,3.5263605246161616
1560,8140,1,0,3.0,62.0,1,19,492,723,2,1,1,3.9318256327243257
3316,5817,1,0,3.8,451.5,1,27,4781,2330,2,1,2,4.174387269895637
2443,4659,1,0,3.8,242.0,32,27,3201,1712,2,1,2,4.127134385045092
3466,588,1,0,3.6,27.0,4,40,266,1256,2,1,2,3.6109179126442243
8099,8288,1,0,4.1,163.0,4,78,5241,1085,2,1,2,4.02535169073515
307,1901,1,0,4.2,191.0,4,78,2818,2647,2,1,2,3.6109179126442243
7861,5819,1,0,3.5,32.0,1,78,2133,2347,2,1,1,2.995732273553991
188,2061,1,0,2.5,247.0,1,27,3501,1823,2,1,1,4.02535169073515
8621,1816,1,1,4.1,451.5,32,27,5097,1916,2,1,2,2.302585092994046
6556,5046,1,0,4.1,337.0,32,78,3290,865,2,1,2,3.7612001156935624
783,7694,1,0,3.9,135.0,1,27,4753,1937,2,1,2,4.204692619390966
300,1524,1,0,3.6,172.0,84,27,266,1898,2,1,2,4.1588830833596715
10415,8471,1,0,3.6,105.0,1,27,3815,2720,2,1,2,4.1588830833596715
3318,6905,1,0,4.2,451.5,1,19,5212,767,2,1,2,4.04305126783455
1346,1275,1,0,3.2,36.0,49,78,266,1382,2,1,1,3.5263605246161616
4163,5692,1,0,3.1,39.0,49,78,266,1823,2,1,1,3.7612001156935624
5966,5437,1,0,3.1,5.0,49,27,266,1928,2,1,1,4.02535169073515
7601,3568,1,0,3.7,73.0,4,78,266,1898,2,1,2,3.7612001156935624
4529,8241,1,1,4.3,451.5,32,27,3954,1570,2,1,2,1.791759469228055
10861,4446,1,0,3.9,56.0,49,78,266,1898,2,1,2,3.8066624897703196
5175,7317,1,0,4.3,451.5,1,40,3170,1219,2,1,2,4.02535169073515
5305,1538,1,0,3.8,412.0,32,27,2670,108,2,1,2,4.1588830833596715
4700,866,1,1,3.9,142.0,32,27,3019,1716,2,1,2,0.0
6068,8457,1,0,3.0,23.0,32,78,266,55,2,1,1,3.9318256327243257
3858,5299,1,0,3.6,143.0,32,27,4090,2477,2,1,2,4.174387269895637
1165,7899,1,1,2.8,80.0,32,27,266,2468,2,1,1,4.02535169073515
6423,6136,1,0,3.6,16.0,29,27,266,2463,2,1,2,3.9318256327243257
7521,3984,1,0,4.4,181.0,32,14,3701,396,2,1,2,3.6109179126442243
6560,8223,1,0,3.8,70.0,32,78,4807,2287,2,1,2,3.5263605246161616
6751,5824,1,0,3.8,164.0,4,78,3996,2334,2,1,2,4.110873864173311
2111,981,1,0,3.6,58.0,49,78,580,620,2,1,2,4.127134385045092
789,7268,0,0,3.8,148.0,4,29,3583,1894,2,1,2,4.04305126783455
166,4167,0,0,3.9,206.0,4,78,1034,2548,2,1,2,3.9512437185814275
6242,7350,0,0,3.7,73.0,4,0,266,271,2,1,2,3.7612001156935624
123,1135,0,0,3.7,73.0,29,40,266,1491,2,1,2,3.5263605246161616
10708,3890,0,0,3.6,16.0,57,78,266,2463,2,1,2,3.7612001156935624
5812,6033,0,0,3.7,217.0,4,27,858,2021,2,1,2,3.9512437185814275
1549,4074,0,0,3.6,46.0,4,78,266,111,2,1,2,3.9512437185814275
6485,3099,0,0,3.8,148.0,4,78,4518,1382,2,1,2,2.995732273553991
4028,1456,0,0,3.4,30.0,4,40,266,1194,2,1,1,3.6109179126442243
2396,6249,0,0,3.6,8.0,57,27,266,2210,2,1,2,4.204692619390966
4372,7231,0,0,3.3,4.0,32,78,266,2463,2,1,1,3.6109179126442243
322,1430,0,0,3.5,15.0,4,6,266,260,2,1,1,3.9318256327243257
4774,160,0,0,3.7,73.0,4,78,266,2463,2,1,2,2.772588722239781
8586,245,0,0,3.7,73.0,84,78,266,1898,2,1,2,3.7612001156935624
1939,5331,0,0,3.7,73.0,32,78,266,2230,2,1,2,3.5263605246161616
7795,5865,1,0,3.4,9.0,84,78,266,2628,2,1,1,3.5263605246161616
768,3240,0,0,3.7,73.0,87,78,266,1922,2,1,2,3.8066624897703196
11184,4729,1,0,3.7,31.0,57,78,266,2555,2,1,2,3.7612001156935624
6522,8339,1,0,2.9,177.0,32,27,4058,1924,2,1,1,4.1588830833596715
1062,7155,1,0,3.7,22.0,4,88,266,1750,2,1,2,3.6109179126442243
915,3562,1,0,3.5,10.0,49,14,266,1583,2,1,1,2.772588722239781
2314,7337,1,0,3.7,136.0,1,78,5150,2388,2,1,2,4.110873864173311
1417,2029,1,0,2.9,35.0,49,78,266,1898,2,1,1,3.6109179126442243
3129,7959,1,0,4.1,185.0,32,78,1999,1588,2,1,2,3.5263605246161616
3694,1320,1,0,3.2,17.0,32,19,266,708,2,1,1,4.23410650459726
1748,123,1,0,3.8,155.0,57,27,3767,2576,2,1,2,3.9318256327243257
9971,7265,1,0,3.8,42.0,1,78,4344,2561,2,1,2,3.7612001156935624
4606,8215,1,0,3.8,286.0,4,27,3332,1823,2,1,2,4.110873864173311
4647,2954,1,0,3.8,160.0,1,27,2837,1898,2,1,2,4.1588830833596715
6633,3656,1,0,3.8,59.0,1,27,4772,1898,2,1,2,4.174387269895637
1243,3969,1,0,3.5,90.0,32,27,266,2425,2,1,1,4.02535169073515
2161,3975,1,0,3.7,51.0,49,78,266,2548,2,1,2,3.8066624897703196
1166,3108,1,0,4.0,89.0,32,78,2060,2473,2,1,2,3.5263605246161616
2727,4148,1,0,3.6,18.0,1,78,266,1365,2,1,2,3.6109179126442243
7856,8364,1,0,3.9,40.0,4,27,2766,2020,2,1,2,4.110873864173311
749,7787,1,0,2.5,35.0,4,78,106,1256,2,1,1,3.5263605246161616
5304,444,1,0,3.4,89.0,32,78,266,2004,2,1,1,3.6109179126442243
1503,6803,1,0,3.2,11.0,4,78,266,356,2,1,1,2.995732273553991
3097,5036,1,0,3.6,62.0,1,81,3649,1542,2,1,2,4.110873864173311
1574,3520,1,0,3.9,33.0,32,40,266,1194,2,1,2,3.7612001156935624
2842,3688,1,0,3.8,32.0,32,88,266,1226,2,1,2,3.6109179126442243
2650,6496,1,0,4.1,139.0,32,27,4336,2016,2,1,2,4.04305126783455
1371,873,1,0,3.2,154.0,87,78,266,1256,2,1,1,3.7612001156935624
3313,1865,1,0,3.6,14.0,1,0,266,271,2,1,2,3.8066624897703196
5151,1804,1,0,3.7,237.0,1,78,990,2520,2,1,2,3.5263605246161616
5287,5299,1,0,3.9,388.0,1,27,1041,508,2,1,2,4.127134385045092
1493,6395,1,0,3.7,73.0,32,78,266,2492,2,1,2,3.7612001156935624
9946,2366,1,0,3.9,128.0,49,27,2777,2517,2,1,2,4.02535169073515
11305,2986,1,1,4.1,451.5,32,27,1547,1826,2,1,2,1.3862943611198906
3178,1399,1,0,3.8,90.0,1,19,2188,579,2,1,2,4.127134385045092
54,7563,1,0,3.1,7.0,49,78,266,1532,2,1,1,3.6109179126442243
7460,6768,1,0,3.7,38.0,84,27,266,2555,2,1,2,3.9318256327243257
3677,4893,1,0,4.2,179.0,1,39,5153,2314,2,1,2,4.110873864173311
3166,3543,1,0,4.0,43.0,4,40,266,1219,2,1,2,3.6109179126442243
2589,6983,1,0,4.3,275.0,4,78,2526,2463,2,1,2,2.772588722239781
6612,1807,1,0,3.7,323.0,32,27,3312,987,2,1,2,4.219507705176107
3265,6682,1,0,3.1,28.0,84,27,266,2561,2,1,1,3.9318256327243257
9986,4845,1,0,3.9,18.0,4,78,266,2531,2,1,2,3.5263605246161616
4233,793,1,0,3.3,6.0,4,78,266,2647,2,1,1,2.772588722239781
9848,6977,1,0,3.7,73.0,4,40,266,343,2,1,2,2.772588722239781
3195,5893,1,0,4.3,322.0,32,27,5119,2463,2,1,2,3.9318256327243257
6631,3705,1,0,2.6,157.0,32,19,1731,596,2,1,1,3.9512437185814275
136,3933,1,0,3.9,451.5,4,78,2475,2520,2,1,2,3.7612001156935624
4374,8635,1,0,3.7,180.0,1,19,3883,783,2,1,2,4.02535169073515
7525,5917,1,0,4.2,444.0,4,78,4811,2463,2,1,2,2.772588722239781
4561,770,1,0,3.9,134.0,32,78,3522,2669,2,1,2,3.9318256327243257
1244,6321,1,0,3.8,451.5,32,27,5143,2221,2,1,2,4.23410650459726
6867,8326,1,0,4.2,60.0,1,78,266,2576,2,1,2,3.5263605246161616
1399,2104,1,0,3.9,144.0,32,27,2711,2004,2,1,2,4.04305126783455
3844,7022,1,0,4.1,451.5,1,27,2964,952,2,1,2,4.204692619390966
3523,3807,1,0,3.6,16.0,4,78,266,2463,2,1,2,3.5263605246161616
11131,4729,1,0,3.6,84.0,1,78,1680,2561,2,1,2,3.6109179126442243
7311,8429,1,0,3.6,95.0,1,78,266,2608,2,1,2,2.995732273553991
2340,6610,1,1,4.0,349.0,1,27,4651,2420,2,1,2,1.3862943611198906
1348,2192,1,0,3.7,248.0,49,78,4866,2077,2,1,2,3.9318256327243257
3151,1299,1,0,4.1,216.0,4,19,3667,655,2,1,2,4.02535169073515
5965,2308,1,0,3.7,73.0,49,27,266,403,2,1,2,3.9318256327243257
128,5771,1,0,4.0,324.0,1,19,3906,742,2,1,2,4.1588830833596715
6038,4717,1,0,2.6,231.0,49,78,12,2007,2,1,1,3.9318256327243257
3144,6978,1,0,3.4,102.0,84,27,4158,2563,2,1,1,3.9318256327243257
3296,1526,1,0,3.9,133.0,1,19,2968,715,2,1,2,4.204692619390966
782,8036,1,0,2.8,45.0,1,27,3802,2342,2,1,1,4.204692619390966
3824,1402,1,0,3.9,149.0,49,78,266,1306,2,1,2,3.7612001156935624
2315,6310,1,0,3.8,75.0,1,78,4543,1297,2,1,2,3.5263605246161616
7763,2551,1,0,4.0,53.0,68,39,2574,1742,2,1,2,4.110873864173311
10399,8068,1,1,4.2,451.5,32,27,427,1898,2,1,2,4.23410650459726
3311,3089,1,1,4.0,451.5,1,27,2323,1898,2,1,2,4.204692619390966
4069,1769,1,0,3.5,56.0,32,40,5187,1500,2,1,1,3.9318256327243257
2703,2053,1,0,3.0,82.0,1,78,266,2576,2,1,1,3.7612001156935624
3589,6519,1,0,3.7,35.0,32,78,266,1256,2,1,2,3.5263605246161616
2043,1569,1,0,3.6,20.0,4,78,266,1590,2,1,2,2.995732273553991
1347,6376,1,0,3.1,14.0,49,78,266,2516,2,1,1,3.6109179126442243
6297,8556,1,0,3.9,70.0,1,40,5163,1319,2,1,2,3.9318256327243257
6807,1967,1,0,3.9,91.0,32,19,2946,711,2,1,2,3.7612001156935624
6670,439,1,0,3.6,45.0,32,78,266,403,2,1,2,3.5263605246161616
3174,6630,1,0,3.4,7.0,1,78,266,1898,2,1,1,3.6109179126442243
4068,7320,1,0,3.8,28.0,1,78,266,1256,2,1,2,2.995732273553991
8011,7260,1,0,3.6,24.0,1,27,266,1898,2,1,2,4.110873864173311
11185,2764,1,0,3.8,36.0,4,40,266,1227,2,1,2,3.5263605246161616
5401,3791,1,0,3.5,11.0,32,78,266,1256,2,1,1,3.5263605246161616
3509,733,1,0,3.8,77.0,49,19,2129,667,2,1,2,4.127134385045092
4430,6767,1,0,3.2,8.0,1,88,266,1760,2,1,1,2.772588722239781
3588,3853,1,0,3.7,14.0,32,78,266,2463,2,1,2,2.772588722239781
1910,3642,1,0,3.8,210.0,49,27,761,1953,2,1,2,4.110873864173311
3030,7708,1,0,4.1,130.0,32,19,3950,754,2,1,2,4.127134385045092
